video_id,title,channel_title,publish_date,category_id,tags,duration,viewCount,likeCount,commentCount
BIoA0_4JDOs&list=RDBIoA0_4JDOs&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,|| DHARTI SOLNKI ||  VAH SARKARI NEW TRENDING RIDHAM || #dhartisolanki #trendingsong  #vairalvideo,DIPAK DABHI OFFICIAL PATO,1 year ago,,,,2100000,,
QfjJF-njU6U&list=RDQfjJF-njU6U&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,MUBARAK HO TUMKO | Slowed +Reverb | Lofi Song #lofi #trending #music,Music_world,1 day ago,,,,1600,,
nQz9jJ2mb70&list=RDnQz9jJ2mb70&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,DJ SONG 2025 - Remixes & Mashups of Popular Songs 2025 | DJ Remix Club Music Disco DJ Mix 2024,Valentino Sirolli,5 days ago,,,,111000,,
Bxe9arR1GDs&pp=ygUOdHJlbmRpbmcgbXVzaWM%3D,Millennial Watches New Music | Too Old For Youtube Music Charts,Too Old For This,1 day ago,,,,4500,,
MYr6zbC9ZKk&list=RDMYr6zbC9ZKk&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwHSBwkJBgoBhyohjO8%3D,TUN TUNIYU BANKO 2.0 || TRENDING MUSIC ROHIT THAKOR 2025 || BANKO SPECIAL DJ REMIX ll #rohitthakor,SHIV STUDIO - SHERTHA,2 months ago,,,,256000,,
otZruDAIZGQ&list=RDotZruDAIZGQ&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Trending songs 2024😚 | Tamil latest Hit songs 2024✨ | New tamil songs😍 | Tamil new songs 2024🔥,Trendy Tunes🎶,9 months ago,,,,2800000,,
YhTFy9adTKE&list=RDYhTFy9adTKE&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwHSBwkJBgoBhyohjO8%3D,45MIN⚡TOP PHONK MUSIC 2025⚡TRENDING PHONK HITS,BiYVoS,11 days ago,,,,429000,,
Ce7_BIVUipg&list=RDCe7_BIVUipg&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,KHOYA KHOYA CHAAND | Slowed +Reverb | Lofi Song #lofi #trending #music,ISLAND_MUSIC,1 day ago,,,,802,,
hslI6KnVNmg&list=RDhslI6KnVNmg&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,||DHARTI SOLANKI TRENDING SONG 2024||DK STUDIO UVARSAD DHARTI SOLANKI NEW SONG 2024||,DK Studio Uvarsad,1 year ago,,,,6600000,,
GPvadsWIo1g&list=RDGPvadsWIo1g&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Viral songs latest ~ Trending music 2025 ~ Best songs 2025 updated weekly (Playlist Hits),Melody Chill Mix,7 months ago,,,,148000,,
btw_aqPDZJg&list=RDbtw_aqPDZJg&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,PARDESI PARDESI JAANA NHI | Slowed +Reverb | Lofi Song #lofi #trending #music,Itz Brothers Music,2 days ago,,,,642,,
Lrbs0r0WeAs&list=RDLrbs0r0WeAs&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwHSBwkJBgoBhyohjO8%3D,SATRANGA | Slowed +Reverb | Lofi Song #lofi #trending #music,Music_world,2 days ago,,,,1100,,
JtTHGTmjOH8&list=RDJtTHGTmjOH8&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,South Central SS 38st | BopDaGlok Ft. TB Ceno “Trenches” (Music Video) #trending #viral ,RichardDummy,1 day ago,,,,2800,,
fq2ne7Lb4VU&list=RDfq2ne7Lb4VU&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Top Viral Songs Latest ~ Trending Music On TikTok 2025 ~ Top 20 Hits Music Playlist 2025 ~,CHILL WITH ME,5 days ago,,,,1600,,
0LyolG5TATA&pp=ygUOdHJlbmRpbmcgbXVzaWM%3D,Best Ringtone 2025 Hindi Ringtone New Song Ringtone Mobile Phone Ringtone Love Ringtone New Ringtone,Sayyed Ismail,2 days ago,,,,43000,,
eCN9_eMoJ_Q&list=RDeCN9_eMoJ_Q&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Modve Bethi Chakli-Dharti Solanki-Live Garba Program 2023 Non Stop-New Latest Gujarati Trending Song,Gayatri Studio Mansa,2 years ago,,,,12000000,,
hIA1j7iupyI&list=RDhIA1j7iupyI&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,TUN TUNIYU TRENDING MUSIC ROHIT THAKOR || 2025 BAPJI SOUND || EKLA PADYA ROHIT THAKOR SONG LIVE,SHIV STUDIO - SHERTHA,3 months ago,,,,116000,,
jK6bGmKN494&list=RDjK6bGmKN494&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,MERE DIL KE CHAIN || NEW HINDI SONG || 2025  #trending #music,Worldtunenest_Music,1 day ago,,,,774,,
ozmROmafgGc&list=RDozmROmafgGc&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,​Dogo paten X Montana bayser  - Utateseka (Visualiser) #dogopaten #singelikali #trending #music ,MONTANA BAYSER,3 days ago,,,,2700,,
qZyMt2XtXpY&list=RDqZyMt2XtXpY&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,ROBLOX Trending Music Codes/ID(S) *STILL WORKING* [October 2025],ambiti0n,4 days ago,,,,1200,,
5vxFm1Mgd7E&list=RD5vxFm1Mgd7E&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,NEW TRENDING RIDHAM ઝાંઝરીયા SONG | ROHIT THAKOR | TRENDING RIDHAM MUSIC GUJARATI | GUJARATI RIDHAM,KARAN RAVAL OFFICIAL,1 year ago,,,,2100000,,
G-TLxqk9H98&list=RDG-TLxqk9H98&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Top Songs 2025 ~ Chill Playlist 2025 ~ Top Songs 2025 Trending Music 🎶🎧,Viral Songs,5 days ago,,,,47,,
zhvCV9ZS4S4&list=RDzhvCV9ZS4S4&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwHSBwkJBgoBhyohjO8%3D,Playsit Top Hits Global 2025 Spotify | Viral & Trending Songs Worldwide,Nova Verse,3 weeks ago,,,,35,,
GycEyiL0j_Y&pp=ygUOdHJlbmRpbmcgbXVzaWM%3D,2025 trending music that melts when you hear it 😍🌸#Music#trend,★الرسامه زينب★,2 days ago,,,,27,,
c1U7bZ4dRSo&list=RDc1U7bZ4dRSo&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,CHAHUNGA MAI TUJE | Slowed +Reverb | Lofi Song #lofi #trending #music,MUSICk_HUB,2 days ago,,,,1300,,
mcESHGEAoE4&list=RDmcESHGEAoE4&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Top Spotify Pop Hits | Viral Songs 2025 | Best New Songs & Trending Playlist 2025,Pop Wave Mix,6 days ago,,,,0,,
a6XYcbXPTrw&list=RDa6XYcbXPTrw&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,BANKO AAYO NEW TRENDING SONG ROHIT THAKOR 2025 || AAYO MARO VAG AAYO #bapji #dj #rohitthakor,Bapji Live Dj 1133,7 months ago,,,,4300000,,
KTb532e4On0&list=RDKTb532e4On0&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Top Music Playlist #1 Viral Remix (2025) :Trend Music | Музика В Машину | Shazam Top,Mohib Beats,6 months ago,,,,7000000,,
xHo1WF56SV8&list=RDxHo1WF56SV8&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Trending USA Trending Songs 2025 🎶 | Viral on YouTube 🔥 | Top 20 Hits,Top Hits Vibes,3 weeks ago,,,,92,,
sHqNNQEwvks&list=RDsHqNNQEwvks&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Spotify Hits 2025 🎵 Trending Pop Songs 2025,Spotify on Screen,3 months ago,,,,155,,
3HeFoW7__IE&list=RD3HeFoW7__IE&start_radio=1&pp=ygUOdHJlbmRpbmcgbXVzaWOgBwE%3D,Top Spotify Pop Hits ~Trending Songs 2025 ~ Best New Viral Songs & Playlist 2025,Emang Tahu,2 days ago,,,,0,,
